,frequency_component,operating_frequency_mhz,Algorithm,test_name,Threads,variant,kernel_runtime,roi_runtime,run_power_w,energy_j,edp_j_s,kernel_runtime_std,roi_runtime_std,run_power_w_std,energy_j_std,edp_j_s_std
41,GPU,700.0,BFS,,,clvk,641.27478925,685.52226275,4.261517137096774,2.732796740522354,1.7525234139720165,4.113210031477566,3.976643242341638,0.010613719438149056,0.017440570198364286,0.02200080877758775
42,GPU,700.0,FFT,,,OpenCL,0.0838745,0.389163,3.967307692307692,0.00033275520096153843,2.790969754185673e-08,0.00016798908694714266,0.00590650629955363,0.01844550585889459,1.4752740444127496e-06,1.4171166985453405e-10
43,GPU,700.0,FFT,,,clvk,0.0739585,15754543164338.443,3.935653846153846,0.00029107636865384614,2.152907329936788e-08,0.0006901316299566813,5384401818739.498,0.024363575813701407,3.4149945339985298e-06,4.3459605281914424e-10
44,GPU,700.0,KMeans,,,OpenCL,1240.6565110000001,1265.19457725,4.729807692307692,5.868059679440385,7.280245786506533,1.5075697583245453,1.6669005816698343,0.0072806517253849725,0.004743650556481238,0.010002591057251216
45,GPU,700.0,KMeans,,,clvk,1317.47237175,1341.19597625,4.816168091168091,6.345166614168091,8.359610362664817,2.929787364720168,1.2540875524510646,0.0015669515669515122,0.013159071054452274,0.03586932849178146
46,GPU,700.0,SPMV,,,OpenCL,103.04614025000001,122.75038574999999,4.807142857142857,0.4953577317107143,0.05104775437929484,0.9169608925035613,0.8976622274387189,0.004761904761904547,0.004464946024654255,0.0009111348428806961
47,GPU,700.0,SPMV,,,clvk,89.05960825,113.44980100000001,4.856746031746033,0.4325109291103175,0.038556111485218175,3.2924143753352557,3.5305456942337803,0.021893832101799335,0.015013597252041471,0.002766805067881358
48,GPU,700.0,SRAD,,,OpenCL,23.361341250000002,34.96833,4.5796052631578945,0.10698579039118422,0.002499335094796436,0.023662206833893775,0.043588820103323156,0.008821352002624204,0.0002718825388854255,8.386180506509148e-06
49,GPU,700.0,SRAD,,,clvk,22.749796,33.277407499999995,4.52,0.1028288039025,0.002339338342788021,0.055026400930222215,0.09304115093333766,0.012909944487358393,0.0002701552399785965,9.743770060940827e-06
50,GPU,800.0,BFS,,,OpenCL,596.22856275,646.4289395000001,4.45859375,2.6583232803710937,1.5850031446466977,3.6836921110606164,3.670946419625392,0.010937499999999836,0.013686227603606516,0.017603677636292794
51,GPU,800.0,BFS,,,clvk,581.79254325,625.793343,4.526058467741936,2.633210730198841,1.5320196884335338,3.7146425430278764,3.7244662653282776,0.0069400440590673,0.013566798074102394,0.017636554179346075
52,GPU,800.0,FFT,,,OpenCL,0.072947,0.406147,4.1975,0.00030619836999999997,2.233710458798e-08,0.0004397840379095162,0.08297005150052639,0.01848422751068251,2.820096997315301e-06,3.333634871764799e-10
53,GPU,800.0,FFT,,,clvk,0.0666975,18446744073708.992,4.161538461538461,0.0002775565701923077,1.851414914327596e-08,0.000863774854924593,0.5075971097695043,0.05678778100089786,4.6374122060052045e-06,4.927857679074515e-10
54,GPU,800.0,KMeans,,,OpenCL,1157.6523685,1182.40508675,4.948076923076924,5.7281648440105775,6.6312780399581275,3.3106173384501787,3.3993840241715683,0.006661733875264974,0.022570238716627423,0.044829608120379665
55,GPU,800.0,KMeans,,,clvk,1219.87073275,1243.98498825,5.023926536426536,6.128546529097873,7.476065538862423,2.5331940868068643,2.9652357391095965,0.010147301506606456,0.02015093898300873,0.03826223503131757
56,GPU,800.0,SPMV,,,OpenCL,99.63882749999999,119.44509475000001,4.9261904761904765,0.490839818725,0.0489112498834569,1.1094780431718005,1.1645420420698742,0.002749286996141065,0.0054699196524912435,0.0010892916377575341
57,GPU,800.0,SPMV,,,clvk,84.284125,107.80935325,4.997619047619048,0.4212020960952381,0.035523938291794274,2.5710410047683054,2.9550764617229257,0.012598815766974195,0.012098925027475551,0.002102477979463091
58,GPU,800.0,SRAD,,,OpenCL,20.9754165,31.49856725,4.94875,0.10380206226375,0.002177291141708243,0.008752794049141047,0.009033600514191416,0.006291528696058805,0.0001046524188194982,1.9043070001976305e-06
59,GPU,800.0,SRAD,,,clvk,20.553682000000002,30.41284575,4.860394736842105,0.0998988695768421,0.0020532988446932427,0.05758338013119144,0.21761245289945352,0.006589465276604506,0.00024473531169719897,1.0428127615635924e-05
60,GPU,900.0,BFS,,,OpenCL,559.6130145,610.16672275,4.70625,2.633650043627344,1.4739483863319442,6.291279775988706,5.917073826923107,0.00765465544619754,0.026311822392264594,0.03129368411142933
