run_dir,Platform,Device,Algorithm,Threads,Backend,Banks,Channels,arm_freq,gpu_freq,dmc_freq_max,policy4_freq_min,cpu_freq,policy6_freq,core_freq_min,over_voltage_min,cpu_freq_max,governor,policy0_freq_min,policy0_freq,policy0_freq_max,Device,v3d_freq_min,policy6_freq_max,dmc_freq_min,Config_Name,v3d_freq,policy4_freq,Config_ID,cpu_freq_min,TestName,arm_freq_min,cpu_governor,policy4_freq_max,core_freq,over_voltage,dmc_freq,Governor,dmc_governor,gpu_freq_max,policy6_freq_min,cores_online,gpu_freq_min,emc_max_freq,gpu_governor,conv_avg_ms,total_exec_ms,Kernel Runtime,Region of Interest,idle_power_w,run_power_w
bench_logs\overlap_add_one-shot_tests\2026-03-26\fftw_cpu_freq\ID9\run5,fftw,JetsonOrinNanoSuper,,,fftwola,,1,0,0,0,0,0,0,0,0,1190400,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1190MHz_CPU,0,0,9,1190400,fftw_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,890.206672,17804.210144,,,8.051666666666666,8.678947368421051
bench_logs\overlap_add_one-shot_tests\2026-03-26\fftw_cpu_freq\ID9\run6,fftw,JetsonOrinNanoSuper,,,fftwola,,1,0,0,0,0,0,0,0,0,1190400,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1190MHz_CPU,0,0,9,1190400,fftw_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,889.126016,17782.572704,,,8.043333333333333,8.7
bench_logs\overlap_add_one-shot_tests\2026-03-26\fftw_cpu_freq\ID9\run7,fftw,JetsonOrinNanoSuper,,,fftwola,,1,0,0,0,0,0,0,0,0,1190400,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1190MHz_CPU,0,0,9,1190400,fftw_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,888.427669,17768.6168,,,8.058333333333334,8.668421052631578
bench_logs\overlap_add_one-shot_tests\2026-03-26\fftw_cpu_freq\ID9\run8,fftw,JetsonOrinNanoSuper,,,fftwola,,1,0,0,0,0,0,0,0,0,1190400,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1190MHz_CPU,0,0,9,1190400,fftw_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,888.868334,17777.433312,,,8.061666666666666,8.694736842105263
bench_logs\overlap_add_one-shot_tests\2026-03-26\fftw_cpu_freq\ID9\run9,fftw,JetsonOrinNanoSuper,,,fftwola,,1,0,0,0,0,0,0,0,0,1190400,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1190MHz_CPU,0,0,9,1190400,fftw_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,888.019147,17760.44016,,,8.058333333333334,8.715789473684211
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID10\run1,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1267200,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1267MHz_CPU,0,0,10,1267200,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,859.310573,17186.270496,,,8.091666666666667,10.710526315789474
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID10\run2,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1267200,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1267MHz_CPU,0,0,10,1267200,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,852.050238,17041.062336,,,8.111666666666666,10.721052631578948
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID10\run3,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1267200,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1267MHz_CPU,0,0,10,1267200,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,857.437875,17148.817184,,,8.101666666666667,10.75263157894737
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID10\run4,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1267200,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1267MHz_CPU,0,0,10,1267200,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,856.181611,17123.703904,,,8.096666666666666,10.68421052631579
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID10\run5,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1267200,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1267MHz_CPU,0,0,10,1267200,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,845.553845,16911.138976,,,8.093333333333332,10.694736842105263
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID10\run6,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1267200,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1267MHz_CPU,0,0,10,1267200,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,852.668517,17053.430976,,,8.084999999999999,10.694736842105263
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID10\run7,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1267200,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1267MHz_CPU,0,0,10,1267200,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,858.044469,17160.955936,,,8.096666666666666,10.74736842105263
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID10\run8,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1267200,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1267MHz_CPU,0,0,10,1267200,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,850.018694,17000.438784,,,8.09,10.74736842105263
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID10\run9,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1267200,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1267MHz_CPU,0,0,10,1267200,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,852.948008,17059.02464,,,8.106666666666666,10.705263157894736
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID11\run1,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1344000,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1344MHz_CPU,0,0,11,1344000,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,829.32944,16586.658016,,,8.111666666666666,10.805263157894737
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID11\run2,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1344000,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1344MHz_CPU,0,0,11,1344000,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,821.944867,16438.959936,,,8.123333333333333,10.847368421052632
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID11\run3,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1344000,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1344MHz_CPU,0,0,11,1344000,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,833.705642,16674.172352,,,8.106666666666666,10.868421052631579
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID11\run4,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1344000,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1344MHz_CPU,0,0,11,1344000,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,834.04352,16680.935936,,,8.133333333333333,10.794736842105264
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID11\run5,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1344000,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1344MHz_CPU,0,0,11,1344000,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,828.680685,16573.678144,,,8.113333333333333,10.805263157894737
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID11\run6,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1344000,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1344MHz_CPU,0,0,11,1344000,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,818.856336,16377.192736,,,8.136666666666667,10.889473684210527
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID11\run7,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1344000,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1344MHz_CPU,0,0,11,1344000,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,810.047546,16201.007456,,,8.11,10.878947368421054
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID11\run8,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1344000,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1344MHz_CPU,0,0,11,1344000,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,828.166986,16563.400896,,,8.129999999999999,10.810526315789474
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID11\run9,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1344000,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1344MHz_CPU,0,0,11,1344000,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,822.408182,16448.23024,,,8.141666666666666,10.8
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID12\run1,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1420800,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1420MHz_CPU,0,0,12,1420800,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,775.615992,15512.384832,,,8.188333333333333,11.2
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID12\run2,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1420800,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1420MHz_CPU,0,0,12,1420800,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,771.465446,15429.37088,,,8.165,11.178947368421051
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID12\run3,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1420800,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1420MHz_CPU,0,0,12,1420800,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,768.799778,15376.05984,,,8.17,11.18421052631579
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID12\run4,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1420800,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1420MHz_CPU,0,0,12,1420800,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,795.687006,15913.807232,,,8.183333333333332,11.131578947368421
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID12\run5,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1420800,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1420MHz_CPU,0,0,12,1420800,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,774.952827,15499.117824,,,8.171666666666665,11.205263157894738
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID12\run6,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1420800,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1420MHz_CPU,0,0,12,1420800,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,769.916888,15398.398624,,,8.17,11.215384615384615
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID12\run7,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1420800,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1420MHz_CPU,0,0,12,1420800,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,758.176598,15163.588864,,,8.196666666666665,11.207692307692307
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID12\run8,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1420800,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1420MHz_CPU,0,0,12,1420800,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,782.702264,15654.109664,,,8.165,11.215789473684211
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID12\run9,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1420800,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1420MHz_CPU,0,0,12,1420800,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,767.795251,15355.971264,,,8.178333333333333,11.178947368421053
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID13\run1,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1497600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1497MHz_CPU,0,0,13,1497600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,752.871008,15057.479712,,,8.201666666666666,11.476923076923075
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID13\run2,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1497600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1497MHz_CPU,0,0,13,1497600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,726.958667,14539.238496,,,8.208333333333332,11.515384615384615
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID13\run3,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1497600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1497MHz_CPU,0,0,13,1497600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,738.600696,14772.075328,,,8.226666666666667,11.5
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID13\run4,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1497600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1497MHz_CPU,0,0,13,1497600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,748.940085,14978.863648,,,8.196666666666665,11.492307692307692
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID13\run5,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1497600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1497MHz_CPU,0,0,13,1497600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,748.657757,14973.217056,,,8.225,11.484615384615385
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID13\run6,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1497600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1497MHz_CPU,0,0,13,1497600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,745.997179,14920.003392,,,8.209999999999999,11.492307692307692
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID13\run7,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1497600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1497MHz_CPU,0,0,13,1497600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,727.145133,14542.964704,,,8.2,11.515384615384615
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID13\run8,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1497600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1497MHz_CPU,0,0,13,1497600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,748.010554,14960.27392,,,8.216666666666667,11.453846153846154
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID13\run9,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,1497600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,1497MHz_CPU,0,0,13,1497600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,733.739534,14674.854048,,,8.205,11.5
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID4\run1,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,729600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,729MHz_CPU,0,0,4,729600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1321.477478,26429.62192,,,8.196666666666667,9.738709677419354
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID4\run2,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,729600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,729MHz_CPU,0,0,4,729600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1320.788189,26415.839392,,,7.985,9.716129032258063
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID4\run3,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,729600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,729MHz_CPU,0,0,4,729600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1335.787422,26715.82128,,,8.013333333333334,9.774193548387096
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID4\run4,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,729600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,729MHz_CPU,0,0,4,729600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1325.210986,26504.294976,,,7.996666666666667,9.78709677419355
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID4\run5,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,729600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,729MHz_CPU,0,0,4,729600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1321.82928,26436.656448,,,8.003333333333334,9.73225806451613
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID4\run6,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,729600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,729MHz_CPU,0,0,4,729600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1323.926264,26478.601344,,,8.021666666666667,9.729032258064516
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID4\run7,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,729600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,729MHz_CPU,0,0,4,729600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1324.386166,26487.797152,,,8.038333333333334,9.7
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID4\run8,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,729600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,729MHz_CPU,0,0,4,729600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1322.865974,26457.388704,,,8.005,9.733333333333333
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID4\run9,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,729600,0,0,0,0,JetsonOrinNanoSuper,0,0,0,729MHz_CPU,0,0,4,729600,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1322.810061,26456.27648,,,7.989999999999999,9.716129032258063
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID5\run1,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,806400,0,0,0,0,JetsonOrinNanoSuper,0,0,0,806MHz_CPU,0,0,5,806400,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1206.043565,24120.946176,,,7.985,9.864
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID5\run2,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,806400,0,0,0,0,JetsonOrinNanoSuper,0,0,0,806MHz_CPU,0,0,5,806400,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1210.582368,24211.720576,,,7.993333333333334,9.856
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID5\run3,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,806400,0,0,0,0,JetsonOrinNanoSuper,0,0,0,806MHz_CPU,0,0,5,806400,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1208.75919,24175.26208,,,7.989999999999999,9.872
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID5\run4,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,806400,0,0,0,0,JetsonOrinNanoSuper,0,0,0,806MHz_CPU,0,0,5,806400,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1205.446806,24109.009024,,,7.996666666666667,9.88
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID5\run5,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,806400,0,0,0,0,JetsonOrinNanoSuper,0,0,0,806MHz_CPU,0,0,5,806400,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1204.246926,24085.012416,,,8.041666666666666,9.856
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID5\run6,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,806400,0,0,0,0,JetsonOrinNanoSuper,0,0,0,806MHz_CPU,0,0,5,806400,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1209.780115,24195.676736,,,7.9766666666666675,9.912
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID5\run7,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,806400,0,0,0,0,JetsonOrinNanoSuper,0,0,0,806MHz_CPU,0,0,5,806400,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1202.83471,24056.766336,,,7.9766666666666675,9.86
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID5\run8,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,806400,0,0,0,0,JetsonOrinNanoSuper,0,0,0,806MHz_CPU,0,0,5,806400,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1205.488728,24109.844832,,,8.005,9.844000000000001
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID5\run9,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,806400,0,0,0,0,JetsonOrinNanoSuper,0,0,0,806MHz_CPU,0,0,5,806400,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1205.607299,24112.215744,,,7.9816666666666665,9.912
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID6\run1,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,883200,0,0,0,0,JetsonOrinNanoSuper,0,0,0,883MHz_CPU,0,0,6,883200,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1117.320018,22346.469792,,,7.988333333333333,10.0
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID6\run2,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,883200,0,0,0,0,JetsonOrinNanoSuper,0,0,0,883MHz_CPU,0,0,6,883200,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1113.08457,22261.75472,,,7.998333333333333,9.976
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID6\run3,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,883200,0,0,0,0,JetsonOrinNanoSuper,0,0,0,883MHz_CPU,0,0,6,883200,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1122.988944,22459.852064,,,8.021666666666667,9.972000000000001
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID6\run4,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,883200,0,0,0,0,JetsonOrinNanoSuper,0,0,0,883MHz_CPU,0,0,6,883200,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1120.053966,22401.15152,,,7.988333333333333,9.988
bench_logs\overlap_add_one-shot_tests\2026-03-26\pocl_cpu_freq\ID6\run5,pocl,JetsonOrinNanoSuper,,,clola,,1,0,0,0,0,0,0,0,0,883200,0,0,0,0,JetsonOrinNanoSuper,0,0,0,883MHz_CPU,0,0,6,883200,pocl_cpu_freq,0,0,0,0,0,0,performance,0,612000000,0,6,0,2133000000,0,1116.628989,22332.652864,,,8.001666666666667,9.952
