run_dir,Platform,Device,Algorithm,Threads,policy6_freq_min,TestName,dmc_governor,Config_Name,cpu_freq_min,cpu_freq_max,dmc_freq,Config_ID,gpu_freq_max,gpu_freq,policy4_freq_max,policy6_freq_max,v3d_freq,cpu_governor,cores_online,gpu_freq_min,policy0_freq,arm_freq_min,core_freq_min,policy4_freq,policy4_freq_min,arm_freq,policy0_freq_min,governor,cpu_freq,v3d_freq_min,Device,over_voltage,Governor,over_voltage_min,dmc_freq_max,policy6_freq,gpu_governor,dmc_freq_min,policy0_freq_max,emc_max_freq,core_freq,conv_avg_ms,total_exec_ms,Kernel Runtime,Region of Interest,idle_power_w,run_power_w
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq500\run3,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,88281.672336,1.546543,2.822981,3.2133333333333334,3.890909090909091
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq500\run4,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,90315.916817,1.512701,5.209048,3.2733333333333334,3.847272727272727
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq500\run5,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,89278.535243,1.513134,18446744073705.934,3.3,3.8777777777777778
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq500\run6,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,89145.088002,1.530026,0.947894,3.28,3.885185185185185
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq550\run1,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,85512.605319,1.432473,4.217526,3.28,3.9530612244897956
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq550\run2,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,86300.262134,1.435605,6.584146,3.313333333333333,3.936734693877551
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq550\run3,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,86140.595189,1.440659,14942453310507.52,3.1666666666666665,3.9877551020408166
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq550\run4,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,90521.554076,1.439771,5.952101,3.36,3.9714285714285715
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq550\run5,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,86344.141579,1.442205,9646643112185.312,3.3333333333333335,3.883673469387755
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq550\run6,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,87435.910373,1.435858,0.7823,3.3399999999999994,3.938775510204082
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq600\run1,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,85626.777764,1.364035,2.706639,3.1666666666666665,3.9673469387755103
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq600\run2,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,84865.959134,1.360648,5.307092,3.18,3.9183673469387754
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq600\run3,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,83830.933672,1.348121,1.663749,3.2866666666666666,3.9625
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq600\run4,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,83910.299413,1.35199,4.06162,3.1933333333333334,3.979591836734694
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq600\run5,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,84906.23169,1.353056,18446744073707.75,3.2933333333333334,3.9489795918367347
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq600\run6,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,92733.411426,1.343036,1.327718,3.2666666666666666,3.970833333333333
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq650\run1,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,83037.477043,1.296905,18446744073705.523,3.18,4.0285714285714285
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq650\run2,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,80804.077156,1.284892,4.116721,3.246666666666667,3.938775510204082
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq650\run3,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,81575.83447,1.256901,0.48828,3.2733333333333334,4.00625
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq650\run4,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,83512.791098,1.278702,3.598433,3.28,3.9714285714285715
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq650\run5,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,82902.145895,1.280478,5138313984246.427,3.26,3.9693877551020407
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq650\run6,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,83869.554542,1.278826,0.646743,3.26,4.004081632653061
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq700\run1,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,82115.019951,1.246822,2.022247,3.246666666666667,4.004651162790697
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq700\run2,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,81165.625266,1.251324,2.992601,3.22,4.011627906976744
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq700\run3,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,81082.476674,1.254004,13623422517616.852,3.22,4.097674418604651
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq700\run4,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,80698.847804,1.234646,3.399765,3.2133333333333334,4.086046511627907
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq700\run5,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,80653.13934,1.231451,3.319838,3.22,4.02093023255814
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq700\run6,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,79904.079767,1.247251,1.474532,3.2,4.037209302325581
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq750\run1,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,78869.689231,1.170356,18446744073705.934,3.253333333333333,4.002325581395349
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq750\run2,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,78518.037934,1.201898,17738011110364.363,3.28,4.037209302325581
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq750\run3,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,79342.106027,1.198272,1.462172,3.26,4.002325581395349
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq750\run4,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,77415.50062,1.191055,13150933875386.959,3.253333333333333,4.067441860465116
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq750\run5,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,80616.76473,1.196935,1.676064,3.32,4.132558139534884
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq750\run6,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,80264.093433,1.178089,1.52081,3.24,4.162790697674419
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq800\run1,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,80303.764989,1.150875,18446744073707.87,3.2066666666666666,4.057142857142857
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq800\run2,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,76377.511862,1.144204,3.628328,3.2,4.1069767441860465
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq800\run3,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,78732.572397,1.143197,16694598692107.975,3.24,4.058139534883721
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq800\run4,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,78959.851546,1.118286,2.958337,3.24,4.067441860465117
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq800\run5,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,79342.037601,1.149781,2.503517,3.2733333333333334,4.111627906976744
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq800\run6,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,78277.533472,1.145909,0.732777,3.1133333333333337,4.109302325581395
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq850\run1,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,96046.715109,1.113264,18446744073700.098,3.2066666666666666,4.074418604651163
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq850\run2,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,77929.250065,1.110046,2.093433,3.2,4.065116279069767
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq850\run3,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,76825.847991,1.111329,1.369874,3.2066666666666666,4.030232558139534
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq850\run4,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,76467.516381,1.110652,2.301057,3.14,4.035714285714286
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq850\run5,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,75736.735307,1.078931,17383644628692.363,3.18,4.088095238095238
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq850\run6,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,76833.737862,1.105814,1.786324,3.246666666666667,4.072093023255814
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq900\run1,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,77935.028731,1.076842,18446744073702.75,3.1733333333333333,4.154761904761905
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq900\run2,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,75799.760621,1.088353,18407370020189.395,3.2066666666666666,4.135714285714285
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq900\run3,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,75905.458899,1.075443,2.467132,3.2,4.142857142857143
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq900\run4,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,75611.748399,1.072965,13623422517616.4,3.2133333333333334,4.191891891891892
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq900\run5,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,75754.420196,1.074652,18407370020189.465,3.193333333333334,4.165116279069768
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq900\run6,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,76714.72464,1.058471,8642604747447.722,3.14,4.088372093023255
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq960\run1,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,75002.919362,1.033982,6.967511,3.246666666666667,4.186486486486487
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq960\run2,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,73836.320808,1.036506,7.013661,3.313333333333333,4.151351351351352
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq960\run3,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,75615.404844,1.036674,18446744073709.582,3.2266666666666666,4.186486486486487
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq960\run4,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,74984.401048,1.04663,5.450239,3.2,4.308108108108108
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq960\run5,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,75696.116343,1.025426,5394245332122.2295,3.2666666666666666,4.227027027027027
bench_logs\2026-06-03\FFT-OpenCL-PI-32k\v3d_freq960\run6,OpenCL,RaspberryPiComputeModule5,FFT,,0,FFT-OpenCL-PI-32k,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,2400,960,0,0,2400,0,0,0,0,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,960,,74665.704475,1.028773,18446744073707.723,3.2,4.186486486486487
bench_logs\2026-06-03\FFT-OpenMP-PI-t1-32k\arm_freq1500\run1,OpenMP,RaspberryPiComputeModule5,FFT,1,0,FFT-OpenMP-PI-t1-32k,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1500,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,113944.106506,0.399988,0.400222,2.753333333333333,3.6341772151898737
bench_logs\2026-06-03\FFT-OpenMP-PI-t1-32k\arm_freq1500\run2,OpenMP,RaspberryPiComputeModule5,FFT,1,0,FFT-OpenMP-PI-t1-32k,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1500,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,113575.373821,0.404588,0.404798,2.8066666666666666,3.577215189873418
bench_logs\2026-06-03\FFT-OpenMP-PI-t1-32k\arm_freq1500\run3,OpenMP,RaspberryPiComputeModule5,FFT,1,0,FFT-OpenMP-PI-t1-32k,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1500,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,114745.810728,0.400396,0.400627,2.8399999999999994,3.5556962025316454
bench_logs\2026-06-03\FFT-OpenMP-PI-t1-32k\arm_freq1500\run4,OpenMP,RaspberryPiComputeModule5,FFT,1,0,FFT-OpenMP-PI-t1-32k,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1500,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,114828.844283,0.400933,0.401158,2.76,3.608860759493671
bench_logs\2026-06-03\FFT-OpenMP-PI-t1-32k\arm_freq1500\run5,OpenMP,RaspberryPiComputeModule5,FFT,1,0,FFT-OpenMP-PI-t1-32k,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1500,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,114198.521895,0.402444,0.402666,2.72,3.6012658227848102
bench_logs\2026-06-03\FFT-OpenMP-PI-t1-32k\arm_freq1500\run6,OpenMP,RaspberryPiComputeModule5,FFT,1,0,FFT-OpenMP-PI-t1-32k,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1500,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,114717.449765,0.400425,0.400659,2.806666666666666,3.617721518987342
bench_logs\2026-06-03\FFT-OpenMP-PI-t1-32k\arm_freq1600\run1,OpenMP,RaspberryPiComputeModule5,FFT,1,0,FFT-OpenMP-PI-t1-32k,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1600,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,112844.511062,0.375695,0.375896,3.2133333333333334,4.095890410958904
bench_logs\2026-06-03\FFT-OpenMP-PI-t1-32k\arm_freq1600\run2,OpenMP,RaspberryPiComputeModule5,FFT,1,0,FFT-OpenMP-PI-t1-32k,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1600,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,114828.357339,0.375395,0.375604,3.2266666666666666,4.036986301369863
bench_logs\2026-06-03\FFT-OpenMP-PI-t1-32k\arm_freq1600\run3,OpenMP,RaspberryPiComputeModule5,FFT,1,0,FFT-OpenMP-PI-t1-32k,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,910,0,0,1600,0,0,0,500,RaspberryPiComputeModule5,0,performance,0,0,0,0,0,0,0,910,,108836.38838,0.37551,0.375705,3.193333333333334,3.994520547945205
