run_dir,Platform,Device,Algorithm,Threads,Signal_Length,Filter_Length,Backend,N_FFT,Banks,Channels,TestName,Governor,arm_freq,arm_freq_min,core_freq,core_freq_min,v3d_freq,v3d_freq_min,gpu_freq,gpu_freq_min,over_voltage,over_voltage_min,Config_Name,Config_ID,cores_online,cpu_freq_max,cpu_freq_min,gpu_freq_max,emc_max_freq,cpu_governor,cpu_freq,governor,policy0_freq,policy0_freq_min,policy0_freq_max,policy4_freq,policy4_freq_min,policy4_freq_max,policy6_freq,policy6_freq_min,policy6_freq_max,gpu_governor,dmc_governor,dmc_freq,dmc_freq_min,dmc_freq_max,total_exec_ms,conv_avg_ms,invocations,deadlines_missed,missed_periods,average_execution_ms,maximum_execution_ms,maximum_start_lateness_ms,idle_power_w,run_power_w
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq1800/run2,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,1800,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3176,0,0,11.6436,12.2697,0.022229,3.1533333333333338,3.8999999999999995
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq1800/run3,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,1800,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3174,0,0,11.6691,12.3474,0.01822,3.1133333333333337,3.872727272727273
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq1900/run1,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,1900,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3368,1,1,11.0839,21.1964,0.01791,3.186666666666667,3.909090909090909
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq1900/run2,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,1900,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3202,0,0,11.0306,11.6993,0.021878,3.186666666666667,3.9
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq1900/run3,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,1900,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3289,0,0,11.0302,11.7005,0.013505,3.1733333333333333,3.9318181818181817
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq2000/run1,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,2000,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3176,1,1,10.5114,20.9535,0.02095,3.1600000000000006,3.8954545454545455
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq2000/run2,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,2000,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3477,0,0,10.5231,11.2395,0.023933,3.186666666666667,3.909090909090909
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq2000/run3,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,2000,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3023,0,0,10.4997,11.292,0.024466,3.06,3.8636363636363638
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq2100/run1,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,2100,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3171,1,1,10.0358,19.9773,0.019078,3.1533333333333338,3.919047619047619
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq2100/run2,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,2100,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3232,0,0,9.99146,10.573,0.025056,3.1133333333333337,3.8904761904761904
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq2100/run3,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,2100,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3057,0,0,10.022,10.579,0.025126,3.066666666666667,3.8363636363636364
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq2200/run1,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,2200,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3490,1,1,9.5631,19.5365,0.016741,3.1733333333333333,3.9181818181818184
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq2200/run2,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,2200,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3292,0,0,9.55779,10.1054,0.016747,3.1666666666666665,3.9428571428571426
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq2200/run3,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,2200,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3284,0,0,9.57878,10.1648,0.034877,3.1733333333333333,3.9454545454545453
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq2300/run1,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,2300,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3282,1,1,9.17205,18.8921,0.019692,3.1666666666666665,3.919047619047619
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq2300/run2,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,2300,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3172,0,0,9.13917,9.65553,0.023006,3.12,3.8666666666666667
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq2300/run3,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,2300,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3183,0,0,9.12406,9.68094,0.038431,3.193333333333334,3.9181818181818184
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq2400/run1,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,2400,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3227,1,1,8.75634,18.8484,0.020263,3.1333333333333333,3.8857142857142852
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq2400/run2,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,2400,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3253,0,0,8.77523,9.41751,0.03567,3.12,3.877272727272727
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU/arm_freq2400/run3,,Raspberry Pi Compute Module 5,ESPRIT 2,1,,,,,,,0,performance,2400,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3293,0,0,8.77074,9.31237,0.02454,3.1733333333333333,3.895238095238095
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU_t4/arm_freq1500/run1,,Raspberry Pi Compute Module 5,ESPRIT 2,4,,,,,,,0,performance,1500,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4102,1,1,11.692,22.8561,2.74895,2.72,5.426086956521739
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU_t4/arm_freq1500/run2,,Raspberry Pi Compute Module 5,ESPRIT 2,4,,,,,,,0,performance,1500,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3726,2,2,11.6644,18.6183,1.916,2.686666666666667,5.386363636363637
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU_t4/arm_freq1500/run3,,Raspberry Pi Compute Module 5,ESPRIT 2,4,,,,,,,0,performance,1500,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4207,1,1,11.6498,20.3928,2.66941,2.7333333333333334,5.422727272727273
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU_t4/arm_freq1600/run1,,Raspberry Pi Compute Module 5,ESPRIT 2,4,,,,,,,0,performance,1600,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3841,2,2,10.965,21.7808,2.67647,3.1533333333333338,5.504545454545454
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU_t4/arm_freq1600/run2,,Raspberry Pi Compute Module 5,ESPRIT 2,4,,,,,,,0,performance,1600,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3837,0,0,10.9462,15.0504,2.34397,3.0533333333333332,5.5227272727272725
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU_t4/arm_freq1600/run3,,Raspberry Pi Compute Module 5,ESPRIT 2,4,,,,,,,0,performance,1600,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3723,1,1,10.9308,19.6553,2.387,3.14,5.468181818181818
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU_t4/arm_freq1700/run1,,Raspberry Pi Compute Module 5,ESPRIT 2,4,,,,,,,0,performance,1700,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4374,1,1,10.3431,21.2304,1.77275,3.14,5.619047619047619
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU_t4/arm_freq1700/run2,,Raspberry Pi Compute Module 5,ESPRIT 2,4,,,,,,,0,performance,1700,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3891,0,0,10.2971,14.6369,2.33677,3.1333333333333333,5.638095238095238
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU_t4/arm_freq1700/run3,,Raspberry Pi Compute Module 5,ESPRIT 2,4,,,,,,,0,performance,1700,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4206,0,0,10.3147,15.0071,2.2704,3.04,5.622727272727273
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU_t4/arm_freq1800/run1,,Raspberry Pi Compute Module 5,ESPRIT 2,4,,,,,,,0,performance,1800,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3761,1,1,9.73575,20.4737,1.30235,3.1533333333333338,5.842857142857143
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU_t4/arm_freq1800/run2,,Raspberry Pi Compute Module 5,ESPRIT 2,4,,,,,,,0,performance,1800,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4015,0,0,9.72515,13.7883,1.31356,3.0933333333333333,5.8
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU_t4/arm_freq1800/run3,,Raspberry Pi Compute Module 5,ESPRIT 2,4,,,,,,,0,performance,1800,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3841,0,0,9.74625,14.5969,1.72283,3.066666666666667,5.840909090909091
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU_t4/arm_freq1900/run1,,Raspberry Pi Compute Module 5,ESPRIT 2,4,,,,,,,0,performance,1900,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4004,1,1,9.182,19.8849,1.66709,3.1666666666666665,5.847619047619047
bench_logs/2026-07-23/ESPRIT2_60fps_RP5_CPU_t4/arm_freq1900/run2,,Raspberry Pi Compute Module 5,ESPRIT 2,4,,,,,,,0,performance,1900,0,910,910,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4026,0,0,9.20835,12.9887,1.88687,3.14,5.918181818181819
