run_dir,Platform,Device,Algorithm,Threads,Signal_Length,Filter_Length,Backend,N_FFT,Banks,Channels,governor,dmc_governor,arm_freq,core_freq_min,gpu_governor,Device,policy0_freq,policy4_freq_max,over_voltage_min,over_voltage,gpu_freq_max,cpu_freq_min,cpu_freq,policy6_freq_min,dmc_freq_min,dmc_freq,policy4_freq,v3d_freq,gpu_freq,policy6_freq,policy4_freq_min,gpu_freq_min,cpu_governor,emc_max_freq,Config_ID,TestName,cpu_freq_max,dmc_freq_max,cores_online,policy0_freq_max,core_freq,arm_freq_min,policy0_freq_min,v3d_freq_min,Governor,policy6_freq_max,Config_Name,conv_avg_ms,total_exec_ms,Kernel Runtime,Region of Interest,idle_power_w,run_power_w
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq550\run2,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,65969.305498,300.69203,365.825578,3.3333333333333335,3.7096774193548385
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq550\run3,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,65973.449034,286.251462,352.467779,3.306666666666666,3.7548387096774194
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq550\run4,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,64648.26048,302.566308,367.145316,3.313333333333333,3.7419354838709675
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq550\run5,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,42678.922308,272.217655,342.755108,3.3266666666666667,3.723809523809524
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq550\run6,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,65084.988054,276.532116,344.312195,3.32,3.735483870967742
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq600\run1,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,63167.536111,269.65113,326.683431,3.3333333333333335,3.8
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq600\run2,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,63033.936203,271.821247,333.571009,3.3399999999999994,3.8
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq600\run3,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,61933.2285,262.621249,321.876988,3.2933333333333334,3.8
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq600\run4,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,61896.601778,262.9203,326.247582,3.3266666666666667,3.8
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq600\run5,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,61091.726815,253.188127,319.649164,3.32,3.7806451612903227
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq600\run6,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,62057.586537,275.510026,332.066097,3.3466666666666662,3.787096774193548
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq650\run1,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,60712.932815,250.009223,296.828816,3.353333333333333,3.804
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq650\run2,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,60581.611464,231.320576,288.828075,3.313333333333333,3.8541666666666665
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq650\run3,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,60362.168908,257.67408,312.93323,3.2866666666666666,3.852
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq650\run4,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,61466.911501,256.01413,308.493247,3.3333333333333335,3.841666666666667
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq650\run5,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,59074.173761,238.600599,293.866857,3.3399999999999994,3.8280000000000003
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq650\run6,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,58531.197373,244.991555,302.694717,3.313333333333333,3.836
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq700\run1,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,58801.073965,236.3721,283.427422,3.3466666666666662,3.804
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq700\run2,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,58783.639076,216.473224,273.203936,3.3466666666666662,3.832
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq700\run3,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,57751.475818,243.22003,289.621204,3.3266666666666667,3.82
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq700\run4,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,35090.61109,216.39075,272.271918,3.36,3.825714285714286
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq700\run5,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,58603.681965,228.411332,282.858443,3.26,3.836
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq700\run6,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,62706.95924,244.246126,291.156962,3.2866666666666666,3.8080000000000003
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq750\run1,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,57285.597133,229.0406,271.274834,3.36,3.884
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq750\run2,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,57195.844503,217.120991,266.527849,3.32,3.8759999999999994
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq750\run3,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,56084.220578,221.896033,268.220357,3.313333333333333,3.888
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq750\run4,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,58177.988966,213.300379,264.120576,3.313333333333333,3.8759999999999994
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq750\run5,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,56090.633744,213.5755,264.731087,3.32,3.872
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq750\run6,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,57046.798207,215.942762,263.960754,3.313333333333333,3.884
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq800\run1,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,54923.023671,213.582875,253.514398,3.2933333333333334,3.9
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq800\run2,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,54705.543968,208.73765,254.954518,3.3399999999999994,3.9210526315789473
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq800\run3,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,59809.655724,214.712857,256.402726,3.3066666666666666,3.8947368421052633
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq800\run4,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,56767.413873,222.130806,264.655026,3.3066666666666666,3.8833333333333333
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq800\run5,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,55764.115985,201.965731,250.198153,3.2933333333333334,3.931578947368421
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq800\run6,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,54798.45643,205.488119,249.847143,3.3266666666666667,3.8947368421052633
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq850\run1,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,53725.512301,191.399154,233.489526,3.353333333333333,3.9684210526315793
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq850\run2,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,54573.214819,193.956163,239.559658,3.313333333333333,3.9947368421052634
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq850\run3,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,55587.026022,187.504026,228.90457,3.2866666666666666,3.988888888888889
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq850\run4,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,54570.549505,185.672478,232.219412,3.2933333333333334,3.9947368421052634
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq850\run5,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,56478.487633,205.082721,248.690373,3.3,3.9947368421052634
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq850\run6,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,53585.871023,194.785612,235.700078,3.306666666666666,3.9
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq900\run1,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,60627.535279,188.993709,225.235083,3.2933333333333334,3.9722222222222223
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq900\run2,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,52495.560265,203.576126,243.338011,3.3,3.884210526315789
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq900\run3,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,53573.908838,183.362651,219.036112,3.246666666666667,3.8526315789473684
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq900\run4,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,52483.040265,208.409567,244.382576,3.3,3.973684210526316
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq900\run5,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,53627.820394,191.881958,233.294376,3.2733333333333334,4.005263157894737
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq900\run6,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,53455.700523,189.574503,230.737304,3.3,3.9894736842105263
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq960\run1,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,53513.837191,171.723667,207.233005,3.3,3.9578947368421056
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq960\run2,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,51398.339691,183.261759,218.742208,3.28,3.9684210526315793
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq960\run3,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,53300.909931,179.64192,219.089991,3.26,4.033333333333333
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq960\run4,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,52255.072172,177.50489,214.272633,3.2266666666666666,3.9842105263157896
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq960\run5,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,52283.62195,184.568265,219.581892,3.22,4.015789473684211
bench_logs\HPEC\SRAD-OpenCL-PI-small\v3d_freq960\run6,OpenCL,RaspberryPiComputeModule5,SRAD,,,,,,,,0,0,2400,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,SRAD-OpenCL-PI-small,0,0,0,0,910,2400,0,0,performance,0,0,,53305.769838,175.269285,212.618511,3.2933333333333334,4.015789473684211
bench_logs\HPEC\SRAD-OpenMP-PI-serial-small\arm_freq1500\run1,Serial,RaspberryPiComputeModule5,SRAD,1,,,,,,,0,0,1500,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SRAD-OpenMP-PI-serial-small,0,0,0,0,910,0,0,500,performance,0,0,,57730.022743,62.119417,62.121016,2.8333333333333335,4.3052631578947365
bench_logs\HPEC\SRAD-OpenMP-PI-serial-small\arm_freq1500\run2,Serial,RaspberryPiComputeModule5,SRAD,1,,,,,,,0,0,1500,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SRAD-OpenMP-PI-serial-small,0,0,0,0,910,0,0,500,performance,0,0,,57406.226169,62.115956,62.117578,2.853333333333333,4.2
bench_logs\HPEC\SRAD-OpenMP-PI-serial-small\arm_freq1500\run3,Serial,RaspberryPiComputeModule5,SRAD,1,,,,,,,0,0,1500,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SRAD-OpenMP-PI-serial-small,0,0,0,0,910,0,0,500,performance,0,0,,58389.280558,61.983216,61.984776,2.8,4.294736842105263
bench_logs\HPEC\SRAD-OpenMP-PI-serial-small\arm_freq1500\run4,Serial,RaspberryPiComputeModule5,SRAD,1,,,,,,,0,0,1500,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SRAD-OpenMP-PI-serial-small,0,0,0,0,910,0,0,500,performance,0,0,,57213.019947,61.511078,61.512634,2.8333333333333335,4.2631578947368425
bench_logs\HPEC\SRAD-OpenMP-PI-serial-small\arm_freq1500\run5,Serial,RaspberryPiComputeModule5,SRAD,1,,,,,,,0,0,1500,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SRAD-OpenMP-PI-serial-small,0,0,0,0,910,0,0,500,performance,0,0,,59342.005409,61.682956,61.684572,2.7933333333333334,4.268421052631578
bench_logs\HPEC\SRAD-OpenMP-PI-serial-small\arm_freq1500\run6,Serial,RaspberryPiComputeModule5,SRAD,1,,,,,,,0,0,1500,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SRAD-OpenMP-PI-serial-small,0,0,0,0,910,0,0,500,performance,0,0,,57471.878429,62.169475,62.171081,2.8266666666666667,4.221052631578948
bench_logs\HPEC\SRAD-OpenMP-PI-serial-small\arm_freq1600\run1,Serial,RaspberryPiComputeModule5,SRAD,1,,,,,,,0,0,1600,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SRAD-OpenMP-PI-serial-small,0,0,0,0,910,0,0,500,performance,0,0,,56436.298115,58.440635,58.44216,3.253333333333333,4.705263157894737
bench_logs\HPEC\SRAD-OpenMP-PI-serial-small\arm_freq1600\run2,Serial,RaspberryPiComputeModule5,SRAD,1,,,,,,,0,0,1600,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SRAD-OpenMP-PI-serial-small,0,0,0,0,910,0,0,500,performance,0,0,,57043.615762,58.395981,58.397596,3.28,4.721052631578948
bench_logs\HPEC\SRAD-OpenMP-PI-serial-small\arm_freq1600\run3,Serial,RaspberryPiComputeModule5,SRAD,1,,,,,,,0,0,1600,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SRAD-OpenMP-PI-serial-small,0,0,0,0,910,0,0,500,performance,0,0,,64400.627869,59.230509,59.232057,3.3,4.7
bench_logs\HPEC\SRAD-OpenMP-PI-serial-small\arm_freq1600\run4,Serial,RaspberryPiComputeModule5,SRAD,1,,,,,,,0,0,1600,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SRAD-OpenMP-PI-serial-small,0,0,0,0,910,0,0,500,performance,0,0,,57268.770948,58.660694,58.662225,3.2933333333333334,4.7631578947368425
bench_logs\HPEC\SRAD-OpenMP-PI-serial-small\arm_freq1600\run5,Serial,RaspberryPiComputeModule5,SRAD,1,,,,,,,0,0,1600,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SRAD-OpenMP-PI-serial-small,0,0,0,0,910,0,0,500,performance,0,0,,57445.618244,58.467776,58.469284,3.2933333333333334,4.757894736842106
bench_logs\HPEC\SRAD-OpenMP-PI-serial-small\arm_freq1600\run6,Serial,RaspberryPiComputeModule5,SRAD,1,,,,,,,0,0,1600,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SRAD-OpenMP-PI-serial-small,0,0,0,0,910,0,0,500,performance,0,0,,57311.715021,58.905205,58.906729,3.28,4.721052631578948
bench_logs\HPEC\SRAD-OpenMP-PI-serial-small\arm_freq1700\run1,Serial,RaspberryPiComputeModule5,SRAD,1,,,,,,,0,0,1700,910,0,RaspberryPiComputeModule5,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,SRAD-OpenMP-PI-serial-small,0,0,0,0,910,0,0,500,performance,0,0,,56651.765355,56.156013,56.157575,3.3333333333333335,4.784210526315789
